read_id	protein_id	family	evalue	bitscore	pident	aln_len	taxid	genus	species	source_db
SRR23872596.269805	A0A0D1YDG7	Cutinase_like	4.93e-07	43.1	45.3	53		Verruconis	Verruconis gallopava	UniProt
SRR23872596.270132	A0A0P9CMX4	AlkB	2.4e-12	58.2	53.7	54		Alicyclobacillus	Alicyclobacillus ferrooxydans	UniProt
SRR23872596.271172	A0ABQ6CYQ0	AlkB	1.94e-14	63.9	61.5	52		Labrys	Labrys miyagiensis	UniProt
SRR23872596.272236	G1C7H9	AlkB	4.83e-16	68.6	63.5	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.274038	A9CMS7	AlkB	6.0199999999999995e-25	93.6	84.3	51		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.274344	A0A917R069	PETase_like	4.1e-14	63.2	59.6	52		Sphaerisporangium	Sphaerisporangium melleum	UniProt
SRR23872596.275533	A0A9W9D218	Cutinase_like	5.5e-08	45.8	43.4	53		Gnomoniopsis	Gnomoniopsis smithogilvyi	UniProt
SRR23872596.275712	A0A7W7SJU4	Cutinase_like	2.05e-16	69.7	64.7	51		Kitasatospora	Kitasatospora gansuensis	UniProt
SRR23872596.276118	A0AAN5C2R9	Cutinase_like	2.22e-14	63.9	59.6	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.276776	D3B1Q5	Cutinase_like	2.88e-08	46.6	40.4	52		Heterostelium	Heterostelium pallidum (strain ATCC 26659 / Pp 5 / PN500) (Cellular slime mold) (Polysphondylium pallidum)	UniProt
SRR23872596.277710	A0A7G8PJY4	Cutinase_like	1.57e-20	79.0	75.0	52		Mycolicibacterium	Mycolicibacterium fluoranthenivorans	UniProt
SRR23872596.278481	A0A6A6HWM3	Cutinase_like	6.23e-09	48.5	39.6	53		Trematosphaeria	Trematosphaeria pertusa	UniProt
SRR23872596.279314	A0AAN5C2R9	Cutinase_like	9.03e-18	73.6	71.2	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.279430	A0A5C6LQL0	Cutinase_like	3.84e-11	54.3	41.2	51		Chitinophaga	Chitinophaga pinensis	UniProt
SRR23872596.279648	A0A316YF96	Cutinase_like	6.08e-09	48.5	57.7	52		Acaromyces	Acaromyces ingoldii	UniProt
SRR23872596.284172	A0A3G9IX35	AlkB	5.09e-10	51.6	52.9	51		Paenibacillus	Paenibacillus baekrokdamisoli	UniProt
SRR23872596.286540	A0A423I1Y2	AlkB	2.31e-09	49.7	46.0	50		Pseudomonas	Pseudomonas frederiksbergensis	UniProt
SRR23872596.287618	A0ABX3N1Y0	AlkB	3.58e-21	82.4	75.5	53		Thioclava	Thioclava sediminum	UniProt
SRR23872596.287827	A0A0P9CMX4	AlkB	3.37e-09	49.3	42.0	50		Alicyclobacillus	Alicyclobacillus ferrooxydans	UniProt
SRR23872596.288175	A0A6F8YCI5	AlkB	1.02e-10	53.5	39.6	53		Phytohabitans	Phytohabitans suffuscus	UniProt
SRR23872596.289005	A0A917Q8D6	AlkB	9.54e-13	59.3	48.1	52		Salinarimonas	Salinarimonas ramus	UniProt
SRR23872596.294324	A0A164J077	AlkB	8.28e-09	48.1	39.2	51		Nocardia	Nocardia terpenica	UniProt
SRR23872596.294510	A0ABR5J5T3	AlkB	4.57e-09	48.9	44.0	50		Streptomyces	Streptomyces varsoviensis	UniProt
SRR23872596.298081	A0A4R3N1N4	AlkB	2.05e-19	77.8	76.9	52		Thermomonas	Thermomonas haemolytica	UniProt
SRR23872596.298102	A0A9P7H1K9	Cutinase_like	3.43e-06	40.8	33.3	54		Fusarium	Fusarium avenaceum	UniProt
SRR23872596.299413	A0A141AVM5	AlkB	8.67e-15	65.1	53.8	52		Dietzia	Dietzia timorensis	UniProt
SRR23872596.300288	C7EB31	AlkB	1.06e-28	98.6	78.8	52		uncultured	uncultured prokaryote	UniProt
SRR23872596.302343	A0A141AVM5	AlkB	8.67e-15	65.1	53.8	52		Dietzia	Dietzia timorensis	UniProt
SRR23872596.304056	A0A097IIG9	AlkB	2.11e-08	47.0	45.1	51		Corynebacterium	Corynebacterium doosanense CAU 212 = DSM 45436	UniProt
SRR23872596.305749	A0A8H4J4L5	Cutinase_like	2.64e-10	52.4	51.0	51		Botryosphaeria	Botryosphaeria dothidea	UniProt
SRR23872596.307546	A0A0D1YDG7	Cutinase_like	1.18e-14	64.7	53.8	52		Verruconis	Verruconis gallopava	UniProt
SRR23872596.311298	R8BBY6	Cutinase_like	3.99e-08	46.2	36.5	52		Phaeoacremonium	Phaeoacremonium minimum (strain UCR-PA7) (Esca disease fungus) (Togninia minima)	UniProt
SRR23872596.311502	G1C7H9	AlkB	5.48e-14	62.8	56.0	50		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.312500	A0AAN5C2R9	Cutinase_like	6.2e-12	57.0	54.9	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.313990	A0A0D1YDG7	Cutinase_like	2.37e-06	41.2	44.0	50		Verruconis	Verruconis gallopava	UniProt
SRR23872596.314608	A0A4V3F676	AlkB	1.21e-25	95.1	84.9	53		Panacagrimonas	Panacagrimonas perspica	UniProt
SRR23872596.316120	A0A3D9SNA7	PETase_like	1.8e-10	52.8	52.0	50		Thermomonospora	Thermomonospora umbrina	UniProt
SRR23872596.316692	A0AAN5C2R9	Cutinase_like	7.6e-11	53.9	54.9	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.317788	A0AAE6Y585	AlkB	5.2199999999999995e-23	87.4	67.3	52		Streptomyces	Streptomyces antibioticus	UniProt
SRR23872596.321085	A0A8H5N5T4	Cutinase_like	2.97e-11	55.1	48.0	50		Fusarium	Fusarium mexicanum	UniProt
SRR23872596.321257	G1C7H9	AlkB	2.92e-11	55.1	47.1	51		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.324267	A0A144MAZ5	AlkB	2.25e-12	58.2	51.9	52		Brevibacterium	Brevibacterium linens	UniProt
SRR23872596.326297	A0ABQ6BST8	AlkB	1.87e-19	77.8	78.0	50		Chitiniphilus	Chitiniphilus shinanonensis	UniProt
SRR23872596.328887	A0AAN5C2R9	Cutinase_like	5.21e-10	51.6	45.3	53		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.330336	A0A5N5E036	Cutinase_like	1.27e-06	42.0	51.9	52		Rhodococcus	Rhodococcus erythropolis (Arthrobacter picolinophilus)	UniProt
SRR23872596.333053	A0A916SGU4	AlkB	6.29e-23	85.1	76.5	51		Polaromonas	Polaromonas eurypsychrophila	UniProt
SRR23872596.333547	A0ABW3HCW7	AlkB	4.67e-06	40.4	36.5	52		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.335409	A0A8H4L3X7	Cutinase_like	6.79e-07	42.7	34.6	52		Fusarium	Fusarium albosuccineum	UniProt
SRR23872596.335858	A0A101KQC9	AlkB	4.69e-26	95.5	90.4	52		Rhizobium	Rhizobium loti (Mesorhizobium loti)	UniProt
SRR23872596.336788	A0A0C2J890	AlkB	3.36e-26	95.9	86.5	52		Streptomonospora	Streptomonospora alba	UniProt
SRR23872596.340640	A0AAN5C2R9	Cutinase_like	6.49e-12	57.0	50.9	53		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.342352	A0AAN5C2R9	Cutinase_like	5.55e-11	54.3	43.1	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.342976	A9CMS7	AlkB	3.76e-10	52.0	52.0	50		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.343134	A0ABM8C2J5	AlkB	1.5999999999999999e-24	91.3	86.5	52		Massilia	Massilia varians	UniProt
SRR23872596.344009	A0A1S9RVN2	Cutinase_like	8.22e-25	93.6	84.6	52		Penicillium	Penicillium brasilianum	UniProt
SRR23872596.344468	A0A1X0BAF1	AlkB	2.61e-07	43.9	44.2	52		Mycobacterium	Mycobacterium aquaticum	UniProt
SRR23872596.348691	A0A1X0BAF1	AlkB	1.13e-08	47.8	47.1	51		Mycobacterium	Mycobacterium aquaticum	UniProt
SRR23872596.348971	A0ABR5J5T3	AlkB	1.01e-10	53.5	48.0	50		Streptomyces	Streptomyces varsoviensis	UniProt
SRR23872596.349795	A0AAW6LUQ4	Cutinase_like	3.62e-07	43.5	44.2	52		Rhodococcus	Rhodococcus qingshengii	UniProt
SRR23872596.351189	A0ABM8C2J5	AlkB	4.51e-21	82.0	74.5	51		Massilia	Massilia varians	UniProt
SRR23872596.351614	A9CMS7	AlkB	3.93e-16	68.9	64.7	51		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.353466	Q5F4D8	AlkB	6.32e-09	48.5	47.2	53		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.355837	A0ABS6IHY2	AlkB	6.01e-26	92.8	80.4	51		Reyranella	Reyranella humidisoli	UniProt
SRR23872596.359955	A0A6A6HWM3	Cutinase_like	1.53e-08	47.4	42.0	50		Trematosphaeria	Trematosphaeria pertusa	UniProt
SRR23872596.360123	A0A1F7RXE6	Cutinase_like	2e-07	44.3	44.2	52		Candidatus	Candidatus Schekmanbacteria bacterium RBG_13_48_7	UniProt
SRR23872596.362596	A0ABW3HCW7	AlkB	6.08e-09	48.5	49.0	51		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.365319	A0ABW3HCW7	AlkB	7.07e-07	42.7	42.6	54		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.367280	Q5F4D8	AlkB	4.92e-10	51.6	51.0	51		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.369655	G1C7H9	AlkB	2.36e-09	49.7	51.9	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.372030	A0A9W6J5G5	AlkB	1.45e-13	61.6	50.0	52		Hansschlegelia	Hansschlegelia plantiphila	UniProt
SRR23872596.372179	A0A318HNG4	Cutinase_like	6.97e-21	80.1	76.0	50		Mycolicibacterium	Mycolicibacterium moriokaense	UniProt
SRR23872596.372501	A0AAN5C2R9	Cutinase_like	1.77e-12	58.5	56.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.380029	Q5F4D8	AlkB	5.6300000000000005e-21	82.4	73.1	52		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.381472	A9CMS7	AlkB	9.4e-13	59.3	49.0	51		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.384991	A0A8H5WTA5	Cutinase_like	5.93e-14	62.8	55.8	52		Fusarium	Fusarium denticulatum	UniProt
SRR23872596.386510	A0A9W6J5G5	AlkB	1.45e-07	44.7	45.1	51		Hansschlegelia	Hansschlegelia plantiphila	UniProt
SRR23872596.387346	A0A356W3E4	AlkB	2.12e-24	89.0	82.7	52		Hyphomonas	Hyphomonas atlantica	UniProt
SRR23872596.388394	A0A5E6YN35	MHETase_like	5.52e-11	54.3	50.0	52		Pseudomonas	Pseudomonas fluorescens	UniProt
SRR23872596.391038	A0A9W6JBL1	AlkB	9.36e-22	82.0	69.2	52		Ancylobacter	Ancylobacter dichloromethanicus	UniProt
SRR23872596.392030	A0AAN5C2R9	Cutinase_like	8.76e-09	48.1	45.5	55		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.396044	A0A1H9GAM6	AlkB	1.8299999999999997e-23	89.0	82.7	52		Solimonas	Solimonas aquatica	UniProt
SRR23872596.396669	A0A1H9GAM6	AlkB	1.8299999999999997e-23	89.0	82.7	52		Solimonas	Solimonas aquatica	UniProt
SRR23872596.397623	A0ABQ1ESB0	AlkB	1.71e-16	69.7	67.3	52		Sphingobium	Sphingobium fuliginis (strain ATCC 27551)	UniProt
SRR23872596.398275	A0A8H4J4L5	Cutinase_like	5.51e-11	54.3	54.9	51		Botryosphaeria	Botryosphaeria dothidea	UniProt
SRR23872596.399466	A0A7V8FEW1	AlkB	1.05e-09	50.1	49.0	51		Stenotrophomonas	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	UniProt
SRR23872596.399651	A0A8J3EB77	AlkB	2.35e-09	49.7	43.1	51		Caldovatus	Caldovatus sediminis	UniProt
SRR23872596.400177	A0A9P5AHW0	Cutinase_like	5.51e-08	45.8	49.0	51		Fusarium	Fusarium beomiforme	UniProt
SRR23872596.400483	A0A9P5AHW0	Cutinase_like	1.28e-09	50.4	49.0	51		Fusarium	Fusarium beomiforme	UniProt
SRR23872596.401001	A0A2N6VL97	AlkB	7.2e-26	95.1	86.3	51		Brevibacterium	Brevibacterium paucivorans	UniProt
SRR23872596.403383	A0A922NQS1	Cutinase_like	8.38e-09	48.1	45.1	51		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.406456	A0ABM8C2J5	AlkB	2.11e-16	69.3	63.5	52		Massilia	Massilia varians	UniProt
SRR23872596.408756	A0AAN5C2R9	Cutinase_like	1.75e-06	41.6	39.2	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.410950	A0A922NQS1	Cutinase_like	4.06e-11	54.7	49.0	51		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.413400	A0AAP8QDB7	AlkB	2.28e-16	69.3	60.4	53		Brevibacillus	Brevibacillus laterosporus (Bacillus laterosporus)	UniProt
SRR23872596.416484	A0A327M8K1	AlkB	5.63e-14	62.8	52.8	53		Roseicella	Roseicella frigidaeris	UniProt
SRR23872596.417499	A0AAN5C2R9	Cutinase_like	3.8e-07	43.5	38.5	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.419603	A0AAN5C2R9	Cutinase_like	3.88e-13	60.5	62.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.421089	A0ABT8FJW9	Cutinase_like	6.18e-12	57.0	48.0	50		Nocardioides	Nocardioides oceani	UniProt
SRR23872596.423273	A0A0W1R4J3	AlkB	1.27e-09	50.4	51.9	52		Haloprofundus	Haloprofundus marisrubri	UniProt
SRR23872596.425602	A0AAN5C2R9	Cutinase_like	5.23e-16	68.6	64.7	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.434823	G1C7H9	AlkB	2.7699999999999996e-23	88.6	78.8	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.438006	A0A0W1R4J3	AlkB	1.89e-07	44.3	49.0	51		Haloprofundus	Haloprofundus marisrubri	UniProt
SRR23872596.440739	A0A1E3LRC3	AlkB	3.35e-15	66.2	62.7	51		Sphingomonas	Sphingomonas turrisvirgatae	UniProt
SRR23872596.440780	A0ABW3HCW7	AlkB	1.58e-11	55.8	45.1	51		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.442112	A0A0T6LQN8	AlkB	1.5e-25	94.4	82.7	52		Wenjunlia	Wenjunlia vitaminophila (Streptomyces vitaminophilus)	UniProt
SRR23872596.444824	A0A840TSK7	Cutinase_like	9.52e-11	53.5	45.3	53		Rhabdobacter	Rhabdobacter roseus	UniProt
SRR23872596.444866	G1C7H9	AlkB	4.9e-07	43.1	48.1	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.445662	A0A679JQL4	MHETase_like	2.13e-08	47.0	50.0	50		Variovorax	Variovorax paradoxus	UniProt
SRR23872596.453887	A0A4R6RIK2	Cutinase_like	1.66e-20	79.7	71.2	52		Aquabacterium	Aquabacterium commune	UniProt
SRR23872596.454978	A0AAN5C2R9	Cutinase_like	3.99e-19	77.4	76.5	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.455260	A0ABQ3GCS7	AlkB	8.44e-24	89.4	86.3	51		Pseudorhodoferax	Pseudorhodoferax aquiterrae	UniProt
SRR23872596.456026	A0ABX4EY60	AlkB	2.5e-13	60.8	56.6	53		Bordetella	Bordetella genomosp. 1	UniProt
SRR23872596.456087	Q5F4D8	AlkB	1.75e-12	58.5	54.9	51		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.456825	A0ABY6Y3A1	AlkB	5.93e-17	70.9	67.3	52		Burkholderia	Burkholderia aenigmatica	UniProt
SRR23872596.457333	A9CMS7	AlkB	2e-19	78.2	61.5	52		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.457486	G1C7R7	AlkB	3.14e-17	68.2	62.3	53		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.457787	A0A0F8AVQ6	AlkB	3.79e-11	54.7	50.0	50		Halorubrum	Halorubrum saccharovorum	UniProt
SRR23872596.460923	A0AAN5C2R9	Cutinase_like	7.55e-08	45.4	42.3	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.461200	A9CMS7	AlkB	2.94e-11	55.1	44.0	50		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.464590	A0AAN5C2R9	Cutinase_like	2.97e-11	55.1	60.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.464963	A0A0A8K451	AlkB	4.8800000000000004e-21	82.4	68.6	51		Methyloceanibacter	Methyloceanibacter caenitepidi	UniProt
SRR23872596.466123	A0A0D5LUR6	AlkB	2.0499999999999998e-30	107.0	94.2	52		Martelella	Martelella endophytica	UniProt
SRR23872596.467321	A0AAN5C2R9	Cutinase_like	1.08e-07	45.1	40.7	54		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.470876	A0A316YF96	Cutinase_like	1.27e-06	42.0	43.1	51		Acaromyces	Acaromyces ingoldii	UniProt
SRR23872596.471727	A0A8H5WTA5	Cutinase_like	4.97e-10	51.6	54.9	51		Fusarium	Fusarium denticulatum	UniProt
SRR23872596.477181	A0A917Q8D6	AlkB	2.85e-14	63.5	54.9	51		Salinarimonas	Salinarimonas ramus	UniProt
SRR23872596.478025	A0A382CF23	Cutinase_like	2.36e-06	41.2	48.1	52		marine	marine metagenome	UniProt
SRR23872596.478662	A0AAP8QDB7	AlkB	1.2e-16	70.1	64.2	53		Brevibacillus	Brevibacillus laterosporus (Bacillus laterosporus)	UniProt
SRR23872596.481379	K2RTV3	Cutinase_like	3.15e-14	63.5	56.9	51		Macrophomina	Macrophomina phaseolina (strain MS6) (Charcoal rot fungus)	UniProt
SRR23872596.481875	K2RTV3	Cutinase_like	3.15e-14	63.5	56.9	51		Macrophomina	Macrophomina phaseolina (strain MS6) (Charcoal rot fungus)	UniProt
SRR23872596.483874	A0ABQ3GCS7	AlkB	3.34e-19	77.0	67.9	53		Pseudorhodoferax	Pseudorhodoferax aquiterrae	UniProt
SRR23872596.484083	A0ABQ1UYZ3	AlkB	3.71e-14	63.2	56.9	51		Williamsia	Williamsia phyllosphaerae	UniProt
SRR23872596.486701	A0A956LY28	Cutinase_like	3.82e-16	68.9	59.6	52		Eiseniibacteriota	Eiseniibacteriota bacterium	UniProt
SRR23872596.487254	A0A0A1W922	Cutinase_like	1.8e-09	50.1	52.9	51		Sphingomonas	Sphingomonas parapaucimobilis NBRC 15100	UniProt
SRR23872596.497373	A0AAE5BTX7	AlkB	2.29e-19	77.8	67.3	52		Stagnihabitans	Stagnihabitans tardus	UniProt
SRR23872596.497902	A9F397	AlkB	1.23e-13	61.6	51.9	54		Sorangium	Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56))	UniProt
SRR23872596.498634	A0A4R0GM09	Cutinase_like	3.7e-13	60.5	59.6	52		Micromonospora	Micromonospora zingiberis	UniProt
SRR23872596.502031	A0A5Q2FFQ5	Cutinase_like	4.48e-09	48.9	55.8	52		Raineyella	Raineyella fluvialis	UniProt
SRR23872596.508673	A0A9P5AHW0	Cutinase_like	1.03e-07	45.1	37.3	51		Fusarium	Fusarium beomiforme	UniProt
SRR23872596.511493	A0ABW2N4Y5	Cutinase_like	1.58e-11	55.8	47.1	51		Nocardioides	Nocardioides astragali	UniProt
SRR23872596.513436	A0A254U084	Cutinase_like	1.95e-10	52.8	46.2	52		Aspergillus	Aspergillus niger	UniProt
SRR23872596.514306	A0A1B1UJ32	AlkB	4.79e-18	74.3	63.5	52		Bradyrhizobium	Bradyrhizobium icense	UniProt
SRR23872596.514365	H2DK60	AlkB	3.21e-34	113.0	96.2	52		Pedobacter	Pedobacter sp. MS245e	UniProt
SRR23872596.515222	A0ABW3HCW7	AlkB	5.05e-13	60.1	53.8	52		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.517209	A0A7S4ED23	Cutinase_like	8.03e-06	39.7	36.0	50		Pelagomonas	Pelagomonas calceolata	UniProt
SRR23872596.521665	A0A254U084	Cutinase_like	6.82e-10	51.2	47.1	51		Aspergillus	Aspergillus niger	UniProt
SRR23872596.523663	A0A5N5E036	Cutinase_like	1.21e-11	56.2	53.7	54		Rhodococcus	Rhodococcus erythropolis (Arthrobacter picolinophilus)	UniProt
SRR23872596.524448	A0ABW3HCW7	AlkB	1.06e-13	62.0	57.7	52		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.525015	A0AAN5C2R9	Cutinase_like	1.83e-15	67.0	66.7	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.525547	A0AAN5C2R9	Cutinase_like	1.63e-14	64.3	59.6	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.534896	A0A916NB75	Cutinase_like	2.5e-06	41.2	42.3	52		Parvicella	Parvicella tangerina	UniProt
SRR23872596.535644	A0AAN5C2R9	Cutinase_like	2.43e-12	58.2	56.9	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.536831	A0A9P5B040	Cutinase_like	1.41e-07	44.7	46.2	52		Fusarium	Fusarium agapanthi	UniProt
SRR23872596.537424	A0AAE6Y585	AlkB	2.35e-06	41.2	37.3	51		Streptomyces	Streptomyces antibioticus	UniProt
SRR23872596.538595	A0A2Z2P0Q7	MHETase_like	1.1e-13	62.0	56.0	50		Granulosicoccus	Granulosicoccus antarcticus IMCC3135	UniProt
SRR23872596.539114	A0ABR4ZJH3	AlkB	1.74e-19	77.8	71.2	52		Nocardia	Nocardia vulneris	UniProt
SRR23872596.540377	G1C7H9	AlkB	1.15e-18	75.9	66.7	51		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.540482	A0AAN5C2R9	Cutinase_like	1.77e-12	58.5	55.8	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.541703	A0AAN5C2R9	Cutinase_like	2.66e-10	52.4	51.0	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.542719	A0AAN5C2R9	Cutinase_like	2.65e-07	43.9	41.2	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.546154	B0SWF7	Cutinase_like	8.41e-18	73.2	69.2	52		Caulobacter	Caulobacter sp. (strain K31)	UniProt
SRR23872596.546628	A0A1Z5KA76	AlkB	1.93e-10	52.8	45.5	55		Fistulifera	Fistulifera solaris (Oleaginous diatom)	UniProt
SRR23872596.547905	A0A175RUT5	AlkB	3.79e-22	85.1	82.4	51		Curtobacterium	Curtobacterium luteum	UniProt
SRR23872596.549225	A0A2S9QNQ9	AlkB	4.58e-13	60.1	57.7	52		Leucobacter	Leucobacter massiliensis	UniProt
SRR23872596.550241	A0A254U084	Cutinase_like	9.34e-07	42.4	38.5	52		Aspergillus	Aspergillus niger	UniProt
SRR23872596.552450	A0A6S7BQ61	MHETase_like	7.06e-07	42.7	39.6	53		Paraburkholderia	Paraburkholderia ultramafica	UniProt
SRR23872596.554016	A0A9W6N1A9	AlkB	9.5e-17	70.5	56.9	51		Ancylobacter	Ancylobacter dichloromethanicus	UniProt
SRR23872596.556058	A0A0A3Z4C2	AlkB	9.57e-10	50.8	44.0	50		Bradyrhizobium	Bradyrhizobium japonicum	UniProt
SRR23872596.559969	A0A1D7U0M5	AlkB	4.08e-30	106.0	92.5	53		Bosea	Bosea vaviloviae	UniProt
SRR23872596.560581	A0A5C6M5F5	AlkB	1.29e-16	68.6	61.5	52		Planctomyces	Planctomyces bekefii	UniProt
SRR23872596.566855	A0AAN5C2R9	Cutinase_like	1.28e-06	42.0	35.8	53		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.571413	A0A316YF96	Cutinase_like	6.62e-15	65.5	68.0	50		Acaromyces	Acaromyces ingoldii	UniProt
SRR23872596.572512	G1C7H9	AlkB	8.91e-20	79.0	69.2	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.577837	A0ABM6H719	AlkB	9.57e-10	50.8	50.0	52		Streptomyces	Streptomyces autolyticus	UniProt
SRR23872596.578334	A0ABM7G052	AlkB	4.78e-26	95.5	90.6	53		Sphingomonas	Sphingomonas bisphenolicum	UniProt
SRR23872596.579244	G1C7H9	AlkB	2.1100000000000002e-29	105.0	96.2	53		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.581548	A0A922NQS1	Cutinase_like	2.39e-09	49.7	45.1	51		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.582532	Q6SQM6	AlkB	1.06e-13	62.0	63.5	52		Pseudomonas	Pseudomonas frederiksbergensis	UniProt
SRR23872596.585440	A0A2R8CG46	MHETase_like	3.99e-08	46.2	44.2	52		Falsiruegeria	Falsiruegeria mediterranea M17	UniProt
SRR23872596.585926	A0ABQ1HDS1	AlkB	1.1300000000000001e-29	105.0	86.5	52		Arenimonas	Arenimonas soli	UniProt
SRR23872596.586976	A0A316YF96	Cutinase_like	4.29e-17	71.6	63.5	52		Acaromyces	Acaromyces ingoldii	UniProt
SRR23872596.590417	A0ABV8DF35	AlkB	1.84e-25	91.7	82.0	50		Acidovorax	Acidovorax facilis	UniProt
SRR23872596.593072	A0A970B6I9	AlkB	2.95e-11	55.1	42.1	57		Solimonas	Solimonas marina	UniProt
SRR23872596.593147	A0AAN5C2R9	Cutinase_like	1.66e-11	55.8	48.1	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.593649	A0A0P8X0D6	Cutinase_like	1.7e-09	50.1	45.3	53		Pseudomonas	Pseudomonas fluorescens	UniProt
SRR23872596.594195	A0AAN5C2R9	Cutinase_like	5.07e-13	60.1	57.7	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.594921	C7EAV9	AlkB	4.55e-31	105.0	86.5	52		uncultured	uncultured prokaryote	UniProt
SRR23872596.596010	A0A1E7N1S6	AlkB	5.36e-17	71.2	60.8	51		Kitasatospora	Kitasatospora aureofaciens (Streptomyces aureofaciens)	UniProt
SRR23872596.596741	A0A2S6NMM9	AlkB	2.25e-22	85.9	76.9	52		Rhodopila	Rhodopila globiformis (Rhodopseudomonas globiformis)	UniProt
SRR23872596.601180	A0A5R8YRW0	Cutinase_like	4.84e-15	65.9	54.7	53		Amycolatopsis	Amycolatopsis echigonensis	UniProt
SRR23872596.601312	A0A6P2GGD3	AlkB	7.42e-08	45.4	50.0	50		Burkholderia	Burkholderia anthina	UniProt
SRR23872596.608496	A0A254U2U8	Cutinase_like	4.5e-12	57.4	51.9	52		Aspergillus	Aspergillus niger	UniProt
SRR23872596.610385	A0AAN5C2R9	Cutinase_like	1.57e-16	70.1	66.0	53		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
